Freelancer_ID,Skills,Experience_Years,Description,Project_Rate,Rating,Jobs_Completed
F0115,"english to czech translation, persian",9,"Senior Translation & Languages professional with 9 years of experience specializing in english to czech translation, persian. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2757-$6188,4.7,71
F0116,"web scraping framework, interactive design, web crawling, node.js, django",7,"Mid-level Web Development professional with 7 years of experience specializing in web scraping framework, interactive design, web crawling. Brings deep expertise in node.js, django, proficient in developing scalable solutions and optimizing workflows.",$871-$2264,4.5,29
F0117,"hybrid app development, iphone ui design, mobile app design, react native, mobile app redesign",11,"Senior Mobile Development professional with 11 years of experience specializing in hybrid app development, iphone ui design, mobile app design. Brings deep expertise in react native, mobile app redesign, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$1981-$8822,4.6,185
F0118,"sql programming, postgresql, mysql, sql, nosql database",13,"Senior Database Management professional with 13 years of experience specializing in sql programming, postgresql, mysql. Brings deep expertise in sql, nosql database, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$1609-$7137,4.6,195
F0119,"virtual reality, wordpress plugin",1,"Entry-level Web Development professional with 1 years of experience specializing in virtual reality, wordpress plugin. Brings deep expertise in other relevant technologies, enthusiastic about solving real-world challenges and expanding expertise.",$178-$735,4.2,3
F0120,"business process modeling, leadership skills, business innovation, relationship management, business development",3,"Entry-level Business & Consulting professional with 3 years of experience specializing in business process modeling, leadership skills, business innovation. Brings deep expertise in relationship management, business development, enthusiastic about solving real-world challenges and expanding expertise.",$378-$867,4.4,1
F0121,"change management, project objectives, team management, project portfolio management",1,"Entry-level Project Management professional with 1 years of experience specializing in change management, project objectives, team management. Brings deep expertise in project portfolio management, enthusiastic about solving real-world challenges and expanding expertise.",$452-$565,3.9,5
F0122,"artificial intelligence, analytics, data processing, tableau, hypothesis testing",12,"Senior Data Science professional with 12 years of experience specializing in artificial intelligence, analytics, data processing. Brings deep expertise in tableau, hypothesis testing, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4628-$8805,4.8,73
F0123,"adobe premiere pro, 3d modeling, adobe illustrator",12,"Senior Graphic & Visual Design professional with 12 years of experience specializing in adobe premiere pro, 3d modeling, adobe illustrator. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2667-$5992,4.7,51
F0124,"tutoring, education, life coaching",15,"Senior Education & Training professional with 15 years of experience specializing in tutoring, education, life coaching. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3344-$6903,4.6,120
F0125,"source code scanning, vpn, web application security, information security consultation",6,"Mid-level Cybersecurity professional with 6 years of experience specializing in source code scanning, vpn, web application security. Brings deep expertise in information security consultation, proficient in developing scalable solutions and optimizing workflows.",$1264-$1876,4.1,23
F0126,"artificial intelligence, support vector machine, time series analysis, big data, recommendation system",11,"Senior Data Science professional with 11 years of experience specializing in artificial intelligence, support vector machine, time series analysis. Brings deep expertise in big data, recommendation system, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4775-$8497,4.5,152
